com.samsung.shealth.social.public_challenge.history,6311013,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2026-03-21 17:49:05.874,2026-02-26 13:40:28.638,fb0ed35d-105c-48e3-8154-00e1768f64ca.body.json,SIMPLE_LEVEL,P1FU22eseu,com.sec.android.app.shealth,1774115345873,fb0ed35d-105c-48e3-8154-00e1768f64ca,
