com.samsung.shealth.mindfulness.favorites,6311013,3
create_sh_ver,track_content_id,start_time,custom,modify_sh_ver,update_time,create_time,type,time_offset,deviceuuid,pkg_name,datauuid,program_content_id
63010030,4461,2025-06-11 20:20:46.297,,63010030,2025-06-11 20:20:46.300,2025-06-11 20:20:46.300,6,UTC+0200,h6hg6DTKNp,com.sec.android.app.shealth,19e01628-ca9f-43f6-88c1-0ac799c1d9f2,2342316,
