com.samsung.shealth.social.leaderboard,6311013,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2026-03-21 17:49:05.857,2026-02-26 13:40:28.613,1,1252c866-1616-4a22-a779-9115f313f9d5.body.json,200,P1FU22eseu,com.sec.android.app.shealth,1774115345852,1252c866-1616-4a22-a779-9115f313f9d5,
