com.samsung.shealth.social.public_challenge.detail,6311013,1
status,update_time,create_time,body,pcid,deviceuuid,pkg_name,last_sync_time,datauuid
0,2026-03-21 17:48:46.425,2026-03-21 17:48:46.425,0bcef934-6311-4fdf-b3af-020a29f22d4d.body.json,26030001,P1FU22eseu,com.sec.android.app.shealth,1774115326407,0bcef934-6311-4fdf-b3af-020a29f22d4d,
