com.samsung.shealth.social.public_challenge,6311013,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2026-03-21 17:49:06.081,2026-03-21 17:48:41.183,e771c8d9-e5fb-42d4-a790-3a3db05f453b.body.json,P1FU22eseu,com.sec.android.app.shealth,0,e771c8d9-e5fb-42d4-a790-3a3db05f453b,
