com.samsung.shealth.exercise.periodization_training_schedule,6311013,1
create_sh_ver,start_time,coach_id,status,schedule,modify_sh_ver,update_time,create_time,type,time_offset,deviceuuid,pkg_name,program_uuid,datauuid
63010030,2025-06-05 20:38:27.907,mbju9kcj_4e,1,bfea982a-c0c3-4e14-ab3d-68fdc698febc.schedule.json,63051050,2025-09-26 10:16:52.904,2025-06-05 20:38:27.999,1,UTC+0200,h6hg6DTKNp,com.sec.android.app.shealth,07c992a1-1c61-4033-b88b-8fe4a9f514b0,bfea982a-c0c3-4e14-ab3d-68fdc698febc,
