com.samsung.shealth.mindfulness.history,6311013,2
duration,create_sh_ver,track_content_id,start_time,stress_device_id,modify_sh_ver,update_time,create_time,mood,type,time_offset,deviceuuid,program_title,pkg_name,track_title,end_time,datauuid,program_content_id
128683,63010030,4461,2025-06-11 20:18:42.977,,63010030,2025-06-11 20:20:52.187,2025-06-11 20:20:52.187,,6,UTC+0200,h6hg6DTKNp,Managing Anxiety on the Go,com.sec.android.app.shealth,Managing Anxiety on the Go,2025-06-11 20:20:52.179,535b93fc-c13c-46cb-8d6b-646a1001a596,2342316,
